"lang","country_alpha2_code","continent"
"SE","AF","ÁSIA"
"SE","AG","DAVVI-AMERIHKKÁ"
"SE","AI","DAVVI-AMERIHKKÁ"
"SE","AL","EUROHPÁ"
"SE","AM","ÁSIA"
"SE","AM","EUROHPÁ"
"SE","AO","AFRIHKKÁ"
"SE","AQ","ANTÁRKTIS"
"SE","AR","LULLI-AMERIHKKÁ"
"SE","AS","OSEANIA"
"SE","AT","EUROHPÁ"
"SE","AU","OSEANIA"
"SE","AW","DAVVI-AMERIHKKÁ"
"SE","AX","EUROHPÁ"
"SE","AZ","ÁSIA"
"SE","AZ","EUROHPÁ"
"SE","BA","EUROHPÁ"
"SE","BB","DAVVI-AMERIHKKÁ"
"SE","BD","ÁSIA"
"SE","BE","EUROHPÁ"
"SE","BF","AFRIHKKÁ"
"SE","BG","EUROHPÁ"
"SE","BH","ÁSIA"
"SE","BI","AFRIHKKÁ"
"SE","BJ","AFRIHKKÁ"
"SE","BL","DAVVI-AMERIHKKÁ"
"SE","BM","DAVVI-AMERIHKKÁ"
"SE","BN","ÁSIA"
"SE","BO","LULLI-AMERIHKKÁ"
"SE","BQ","DAVVI-AMERIHKKÁ"
"SE","BR","LULLI-AMERIHKKÁ"
"SE","BS","DAVVI-AMERIHKKÁ"
"SE","BT","ÁSIA"
"SE","BV","ANTÁRKTIS"
"SE","BW","AFRIHKKÁ"
"SE","BY","EUROHPÁ"
"SE","BZ","DAVVI-AMERIHKKÁ"
"SE","CA","DAVVI-AMERIHKKÁ"
"SE","CC","ÁSIA"
"SE","CD","AFRIHKKÁ"
"SE","CF","AFRIHKKÁ"
"SE","CG","AFRIHKKÁ"
"SE","CH","EUROHPÁ"
"SE","CI","AFRIHKKÁ"
"SE","CK","OSEANIA"
"SE","CL","LULLI-AMERIHKKÁ"
"SE","CM","AFRIHKKÁ"
"SE","CN","ÁSIA"
"SE","CO","LULLI-AMERIHKKÁ"
"SE","CR","DAVVI-AMERIHKKÁ"
"SE","CU","DAVVI-AMERIHKKÁ"
"SE","CV","AFRIHKKÁ"
"SE","CW","DAVVI-AMERIHKKÁ"
"SE","CX","ÁSIA"
"SE","CY","ÁSIA"
"SE","CY","EUROHPÁ"
"SE","CZ","EUROHPÁ"
"SE","DE","EUROHPÁ"
"SE","DJ","AFRIHKKÁ"
"SE","DK","EUROHPÁ"
"SE","DM","DAVVI-AMERIHKKÁ"
"SE","DO","DAVVI-AMERIHKKÁ"
"SE","DZ","AFRIHKKÁ"
"SE","EC","LULLI-AMERIHKKÁ"
"SE","EE","EUROHPÁ"
"SE","EG","AFRIHKKÁ"
"SE","EH","AFRIHKKÁ"
"SE","ER","AFRIHKKÁ"
"SE","ES","EUROHPÁ"
"SE","ET","AFRIHKKÁ"
"SE","FI","EUROHPÁ"
"SE","FJ","OSEANIA"
"SE","FK","LULLI-AMERIHKKÁ"
"SE","FM","OSEANIA"
"SE","FO","EUROHPÁ"
"SE","FR","EUROHPÁ"
"SE","GA","AFRIHKKÁ"
"SE","GB","EUROHPÁ"
"SE","GD","DAVVI-AMERIHKKÁ"
"SE","GE","ÁSIA"
"SE","GE","EUROHPÁ"
"SE","GF","LULLI-AMERIHKKÁ"
"SE","GG","EUROHPÁ"
"SE","GH","AFRIHKKÁ"
"SE","GI","EUROHPÁ"
"SE","GL","DAVVI-AMERIHKKÁ"
"SE","GM","AFRIHKKÁ"
"SE","GN","AFRIHKKÁ"
"SE","GP","DAVVI-AMERIHKKÁ"
"SE","GQ","AFRIHKKÁ"
"SE","GR","EUROHPÁ"
"SE","GS","ANTÁRKTIS"
"SE","GT","DAVVI-AMERIHKKÁ"
"SE","GU","OSEANIA"
"SE","GW","AFRIHKKÁ"
"SE","GY","LULLI-AMERIHKKÁ"
"SE","HK","ÁSIA"
"SE","HM","ANTÁRKTIS"
"SE","HN","DAVVI-AMERIHKKÁ"
"SE","HR","EUROHPÁ"
"SE","HT","DAVVI-AMERIHKKÁ"
"SE","HU","EUROHPÁ"
"SE","ID","ÁSIA"
"SE","IE","EUROHPÁ"
"SE","IL","ÁSIA"
"SE","IM","EUROHPÁ"
"SE","IN","ÁSIA"
"SE","IO","ÁSIA"
"SE","IQ","ÁSIA"
"SE","IR","ÁSIA"
"SE","IS","EUROHPÁ"
"SE","IT","EUROHPÁ"
"SE","JE","EUROHPÁ"
"SE","JM","DAVVI-AMERIHKKÁ"
"SE","JO","ÁSIA"
"SE","JP","ÁSIA"
"SE","KE","AFRIHKKÁ"
"SE","KG","ÁSIA"
"SE","KH","ÁSIA"
"SE","KI","OSEANIA"
"SE","KM","AFRIHKKÁ"
"SE","KN","DAVVI-AMERIHKKÁ"
"SE","KP","ÁSIA"
"SE","KR","ÁSIA"
"SE","KW","ÁSIA"
"SE","KY","DAVVI-AMERIHKKÁ"
"SE","KZ","ÁSIA"
"SE","KZ","EUROHPÁ"
"SE","LA","ÁSIA"
"SE","LB","ÁSIA"
"SE","LC","DAVVI-AMERIHKKÁ"
"SE","LI","EUROHPÁ"
"SE","LK","ÁSIA"
"SE","LR","AFRIHKKÁ"
"SE","LS","AFRIHKKÁ"
"SE","LT","EUROHPÁ"
"SE","LU","EUROHPÁ"
"SE","LV","EUROHPÁ"
"SE","LY","AFRIHKKÁ"
"SE","MA","AFRIHKKÁ"
"SE","MC","EUROHPÁ"
"SE","MD","EUROHPÁ"
"SE","ME","EUROHPÁ"
"SE","MF","DAVVI-AMERIHKKÁ"
"SE","MG","AFRIHKKÁ"
"SE","MH","OSEANIA"
"SE","MK","EUROHPÁ"
"SE","ML","AFRIHKKÁ"
"SE","MM","ÁSIA"
"SE","MN","ÁSIA"
"SE","MO","ÁSIA"
"SE","MP","OSEANIA"
"SE","MQ","DAVVI-AMERIHKKÁ"
"SE","MR","AFRIHKKÁ"
"SE","MS","DAVVI-AMERIHKKÁ"
"SE","MT","EUROHPÁ"
"SE","MU","AFRIHKKÁ"
"SE","MV","ÁSIA"
"SE","MW","AFRIHKKÁ"
"SE","MX","DAVVI-AMERIHKKÁ"
"SE","MY","ÁSIA"
"SE","MZ","AFRIHKKÁ"
"SE","NA","AFRIHKKÁ"
"SE","NC","OSEANIA"
"SE","NE","AFRIHKKÁ"
"SE","NF","OSEANIA"
"SE","NG","AFRIHKKÁ"
"SE","NI","DAVVI-AMERIHKKÁ"
"SE","NL","EUROHPÁ"
"SE","NO","EUROHPÁ"
"SE","NP","ÁSIA"
"SE","NR","OSEANIA"
"SE","NU","OSEANIA"
"SE","NZ","OSEANIA"
"SE","OM","ÁSIA"
"SE","PA","DAVVI-AMERIHKKÁ"
"SE","PE","LULLI-AMERIHKKÁ"
"SE","PF","OSEANIA"
"SE","PG","OSEANIA"
"SE","PH","ÁSIA"
"SE","PK","ÁSIA"
"SE","PL","EUROHPÁ"
"SE","PM","DAVVI-AMERIHKKÁ"
"SE","PN","OSEANIA"
"SE","PR","DAVVI-AMERIHKKÁ"
"SE","PS","ÁSIA"
"SE","PT","EUROHPÁ"
"SE","PW","OSEANIA"
"SE","PY","LULLI-AMERIHKKÁ"
"SE","QA","ÁSIA"
"SE","RE","AFRIHKKÁ"
"SE","RO","EUROHPÁ"
"SE","RS","EUROHPÁ"
"SE","RU","ÁSIA"
"SE","RU","EUROHPÁ"
"SE","RW","AFRIHKKÁ"
"SE","SA","ÁSIA"
"SE","SB","OSEANIA"
"SE","SC","AFRIHKKÁ"
"SE","SD","AFRIHKKÁ"
"SE","SE","EUROHPÁ"
"SE","SG","ÁSIA"
"SE","SH","AFRIHKKÁ"
"SE","SI","EUROHPÁ"
"SE","SJ","EUROHPÁ"
"SE","SK","EUROHPÁ"
"SE","SL","AFRIHKKÁ"
"SE","SM","EUROHPÁ"
"SE","SN","AFRIHKKÁ"
"SE","SO","AFRIHKKÁ"
"SE","SR","LULLI-AMERIHKKÁ"
"SE","SS","AFRIHKKÁ"
"SE","ST","AFRIHKKÁ"
"SE","SV","DAVVI-AMERIHKKÁ"
"SE","SX","DAVVI-AMERIHKKÁ"
"SE","SY","ÁSIA"
"SE","SZ","AFRIHKKÁ"
"SE","TC","DAVVI-AMERIHKKÁ"
"SE","TD","AFRIHKKÁ"
"SE","TF","ANTÁRKTIS"
"SE","TG","AFRIHKKÁ"
"SE","TH","ÁSIA"
"SE","TJ","ÁSIA"
"SE","TK","OSEANIA"
"SE","TL","ÁSIA"
"SE","TM","ÁSIA"
"SE","TN","AFRIHKKÁ"
"SE","TO","OSEANIA"
"SE","TR","ÁSIA"
"SE","TR","EUROHPÁ"
"SE","TT","DAVVI-AMERIHKKÁ"
"SE","TV","OSEANIA"
"SE","TW","ÁSIA"
"SE","TZ","AFRIHKKÁ"
"SE","UA","EUROHPÁ"
"SE","UG","AFRIHKKÁ"
"SE","UM","DAVVI-AMERIHKKÁ"
"SE","UM","OSEANIA"
"SE","US","DAVVI-AMERIHKKÁ"
"SE","UY","LULLI-AMERIHKKÁ"
"SE","UZ","ÁSIA"
"SE","VA","EUROHPÁ"
"SE","VC","DAVVI-AMERIHKKÁ"
"SE","VE","LULLI-AMERIHKKÁ"
"SE","VG","DAVVI-AMERIHKKÁ"
"SE","VI","DAVVI-AMERIHKKÁ"
"SE","VN","ÁSIA"
"SE","VU","OSEANIA"
"SE","WF","OSEANIA"
"SE","WS","OSEANIA"
"SE","YE","ÁSIA"
"SE","YT","AFRIHKKÁ"
"SE","ZA","AFRIHKKÁ"
"SE","ZM","AFRIHKKÁ"
"SE","ZW","AFRIHKKÁ"
"SK","AD","EURÓPA"
"SK","AE","ÁZIA:"
"SK","AF","ÁZIA:"
"SK","AG","SEVERNÁ AMERIKA"
"SK","AI","SEVERNÁ AMERIKA"
"SK","AL","EURÓPA"
"SK","AM","ÁZIA:"
"SK","AM","EURÓPA"
"SK","AO","AFRIKA"
"SK","AQ","ANTARKTÍDA"
"SK","AR","JUŽNÁ AMERIKA"
"SK","AS","OCEÁNIA"
"SK","AT","EURÓPA"
"SK","AU","OCEÁNIA"
"SK","AW","SEVERNÁ AMERIKA"
"SK","AX","EURÓPA"
"SK","AZ","ÁZIA:"
"SK","AZ","EURÓPA"
"SK","BA","EURÓPA"
"SK","BB","SEVERNÁ AMERIKA"
"SK","BD","ÁZIA:"
"SK","BE","EURÓPA"
"SK","BF","AFRIKA"
"SK","BG","EURÓPA"
"SK","BH","ÁZIA:"
"SK","BI","AFRIKA"
"SK","BJ","AFRIKA"
"SK","BL","SEVERNÁ AMERIKA"
"SK","BM","SEVERNÁ AMERIKA"
"SK","BN","ÁZIA:"
"SK","BO","JUŽNÁ AMERIKA"
"SK","BQ","SEVERNÁ AMERIKA"
"SK","BR","JUŽNÁ AMERIKA"
"SK","BS","SEVERNÁ AMERIKA"
"SK","BT","ÁZIA:"
"SK","BV","ANTARKTÍDA"
"SK","BW","AFRIKA"
"SK","BY","EURÓPA"
"SK","BZ","SEVERNÁ AMERIKA"
"SK","CA","SEVERNÁ AMERIKA"
"SK","CC","ÁZIA:"
"SK","CD","AFRIKA"
"SK","CF","AFRIKA"
"SK","CG","AFRIKA"
"SK","CH","EURÓPA"
"SK","CI","AFRIKA"
"SK","CK","OCEÁNIA"
"SK","CL","JUŽNÁ AMERIKA"
"SK","CM","AFRIKA"
"SK","CN","ÁZIA:"
"SK","CO","JUŽNÁ AMERIKA"
"SK","CR","SEVERNÁ AMERIKA"
"SK","CU","SEVERNÁ AMERIKA"
"SK","CV","AFRIKA"
"SK","CW","SEVERNÁ AMERIKA"
"SK","CX","ÁZIA:"
"SK","CY","ÁZIA:"
"SK","CY","EURÓPA"
"SK","CZ","EURÓPA"
"SK","DE","EURÓPA"
"SK","DJ","AFRIKA"
"SK","DK","EURÓPA"
"SK","DM","SEVERNÁ AMERIKA"
"SK","DO","SEVERNÁ AMERIKA"
"SK","DZ","AFRIKA"
"SK","EC","JUŽNÁ AMERIKA"
"SK","EE","EURÓPA"
"SK","EG","AFRIKA"
"SK","EH","AFRIKA"
"SK","ER","AFRIKA"
"SK","ES","EURÓPA"
"SK","ET","AFRIKA"
"SK","FI","EURÓPA"
"SK","FJ","OCEÁNIA"
"SK","FK","JUŽNÁ AMERIKA"
"SK","FM","OCEÁNIA"
"SK","FO","EURÓPA"
"SK","FR","EURÓPA"
"SK","GA","AFRIKA"
"SK","GB","EURÓPA"
"SK","GD","SEVERNÁ AMERIKA"
"SK","GE","ÁZIA:"
"SK","GE","EURÓPA"
"SK","GF","JUŽNÁ AMERIKA"
"SK","GG","EURÓPA"
"SK","GH","AFRIKA"
"SK","GI","EURÓPA"
"SK","GL","SEVERNÁ AMERIKA"
"SK","GM","AFRIKA"
"SK","GN","AFRIKA"
"SK","GP","SEVERNÁ AMERIKA"
"SK","GQ","AFRIKA"
"SK","GR","EURÓPA"
"SK","GS","ANTARKTÍDA"
"SK","GT","SEVERNÁ AMERIKA"
"SK","GU","OCEÁNIA"
"SK","GW","AFRIKA"
"SK","GY","JUŽNÁ AMERIKA"
"SK","HK","ÁZIA:"
"SK","HM","ANTARKTÍDA"
"SK","HN","SEVERNÁ AMERIKA"
"SK","HR","EURÓPA"
"SK","HT","SEVERNÁ AMERIKA"
"SK","HU","EURÓPA"
"SK","ID","ÁZIA:"
"SK","IE","EURÓPA"
"SK","IL","ÁZIA:"
"SK","IM","EURÓPA"
"SK","IN","ÁZIA:"
"SK","IO","ÁZIA:"
"SK","IQ","ÁZIA:"
"SK","IR","ÁZIA:"
"SK","IS","EURÓPA"
"SK","IT","EURÓPA"
"SK","JE","EURÓPA"
"SK","JM","SEVERNÁ AMERIKA"
"SK","JO","ÁZIA:"
"SK","JP","ÁZIA:"
"SK","KE","AFRIKA"
"SK","KG","ÁZIA:"
"SK","KH","ÁZIA:"
"SK","KI","OCEÁNIA"
"SK","KM","AFRIKA"
"SK","KN","SEVERNÁ AMERIKA"
"SK","KP","ÁZIA:"
"SK","KR","ÁZIA:"
"SK","KW","ÁZIA:"
"SK","KY","SEVERNÁ AMERIKA"
"SK","KZ","ÁZIA:"
"SK","KZ","EURÓPA"
"SK","LA","ÁZIA:"
"SK","LB","ÁZIA:"
"SK","LC","SEVERNÁ AMERIKA"
"SK","LI","EURÓPA"
"SK","LK","ÁZIA:"
"SK","LR","AFRIKA"
"SK","LS","AFRIKA"
"SK","LT","EURÓPA"
"SK","LU","EURÓPA"
"SK","LV","EURÓPA"
"SK","LY","AFRIKA"
"SK","MA","AFRIKA"
"SK","MC","EURÓPA"
"SK","MD","EURÓPA"
"SK","ME","EURÓPA"
"SK","MF","SEVERNÁ AMERIKA"
"SK","MG","AFRIKA"
"SK","MH","OCEÁNIA"
"SK","MK","EURÓPA"
"SK","ML","AFRIKA"
"SK","MM","ÁZIA:"
"SK","MN","ÁZIA:"
"SK","MO","ÁZIA:"
"SK","MP","OCEÁNIA"
"SK","MQ","SEVERNÁ AMERIKA"
"SK","MR","AFRIKA"
"SK","MS","SEVERNÁ AMERIKA"
"SK","MT","EURÓPA"
"SK","MU","AFRIKA"
"SK","MV","ÁZIA:"
"SK","MW","AFRIKA"
"SK","MX","SEVERNÁ AMERIKA"
"SK","MY","ÁZIA:"
"SK","MZ","AFRIKA"
"SK","NA","AFRIKA"
"SK","NC","OCEÁNIA"
"SK","NE","AFRIKA"
"SK","NF","OCEÁNIA"
"SK","NG","AFRIKA"
"SK","NI","SEVERNÁ AMERIKA"
"SK","NL","EURÓPA"
"SK","NO","EURÓPA"
"SK","NP","ÁZIA:"
"SK","NR","OCEÁNIA"
"SK","NU","OCEÁNIA"
"SK","NZ","OCEÁNIA"
"SK","OM","ÁZIA:"
"SK","PA","SEVERNÁ AMERIKA"
"SK","PE","JUŽNÁ AMERIKA"
"SK","PF","OCEÁNIA"
"SK","PG","OCEÁNIA"
"SK","PH","ÁZIA:"
"SK","PK","ÁZIA:"
"SK","PL","EURÓPA"
"SK","PM","SEVERNÁ AMERIKA"
"SK","PN","OCEÁNIA"
"SK","PR","SEVERNÁ AMERIKA"
"SK","PS","ÁZIA:"
"SK","PT","EURÓPA"
"SK","PW","OCEÁNIA"
"SK","PY","JUŽNÁ AMERIKA"
"SK","QA","ÁZIA:"
"SK","RE","AFRIKA"
"SK","RO","EURÓPA"
"SK","RS","EURÓPA"
"SK","RU","ÁZIA:"
"SK","RU","EURÓPA"
"SK","RW","AFRIKA"
"SK","SA","ÁZIA:"
"SK","SB","OCEÁNIA"
"SK","SC","AFRIKA"
"SK","SD","AFRIKA"
"SK","SE","EURÓPA"
"SK","SG","ÁZIA:"
"SK","SH","AFRIKA"
"SK","SI","EURÓPA"
"SK","SJ","EURÓPA"
"SK","SK","EURÓPA"
"SK","SL","AFRIKA"
"SK","SM","EURÓPA"
"SK","SN","AFRIKA"
"SK","SO","AFRIKA"
"SK","SR","JUŽNÁ AMERIKA"
"SK","SS","AFRIKA"
"SK","ST","AFRIKA"
"SK","SV","SEVERNÁ AMERIKA"
"SK","SX","SEVERNÁ AMERIKA"
"SK","SY","ÁZIA:"
"SK","SZ","AFRIKA"
"SK","TC","SEVERNÁ AMERIKA"
"SK","TD","AFRIKA"
"SK","TF","ANTARKTÍDA"
"SK","TG","AFRIKA"
"SK","TH","ÁZIA:"
"SK","TJ","ÁZIA:"
"SK","TK","OCEÁNIA"
"SK","TL","ÁZIA:"
"SK","TM","ÁZIA:"
"SK","TN","AFRIKA"
"SK","TO","OCEÁNIA"
"SK","TR","ÁZIA:"
"SK","TR","EURÓPA"
"SK","TT","SEVERNÁ AMERIKA"
"SK","TV","OCEÁNIA"
"SK","TW","ÁZIA:"
"SK","TZ","AFRIKA"
"SK","UA","EURÓPA"
"SK","UG","AFRIKA"
"SK","UM","OCEÁNIA"
"SK","UM","SEVERNÁ AMERIKA"
"SK","US","SEVERNÁ AMERIKA"
"SK","UY","JUŽNÁ AMERIKA"
"SK","UZ","ÁZIA:"
"SK","VA","EURÓPA"
"SK","VC","SEVERNÁ AMERIKA"
"SK","VE","JUŽNÁ AMERIKA"
"SK","VG","SEVERNÁ AMERIKA"
"SK","VI","SEVERNÁ AMERIKA"
"SK","VN","ÁZIA:"
"SK","VU","OCEÁNIA"
"SK","WF","OCEÁNIA"
"SK","WS","OCEÁNIA"
"SK","YE","ÁZIA:"
"SK","YT","AFRIKA"
"SK","ZA","AFRIKA"
"SK","ZM","AFRIKA"
"SK","ZW","AFRIKA"
"SL","AD","EVROPA"
"SL","AE","AZIJA"
"SL","AF","AZIJA"
"SL","AG","SEVERNA AMERIKA"
"SL","AI","SEVERNA AMERIKA"
"SL","AL","EVROPA"
"SL","AM","AZIJA"
"SL","AM","EVROPA"
"SL","AO","AFRIKA"
"SL","AQ","ANTARKTIKA"
"SL","AR","JUŽNA AMERIKA"
"SL","AS","OCEANIJA"
"SL","AT","EVROPA"
"SL","AU","OCEANIJA"
"SL","AW","SEVERNA AMERIKA"
"SL","AX","EVROPA"
"SL","AZ","AZIJA"
"SL","AZ","EVROPA"
"SL","BA","EVROPA"
"SL","BB","SEVERNA AMERIKA"
"SL","BD","AZIJA"
"SL","BE","EVROPA"
"SL","BF","AFRIKA"
"SL","BG","EVROPA"
"SL","BH","AZIJA"
"SL","BI","AFRIKA"
"SL","BJ","AFRIKA"
"SL","BL","SEVERNA AMERIKA"
"SL","BM","SEVERNA AMERIKA"
"SL","BN","AZIJA"
"SL","BO","JUŽNA AMERIKA"
"SL","BQ","SEVERNA AMERIKA"
"SL","BR","JUŽNA AMERIKA"
"SL","BS","SEVERNA AMERIKA"
"SL","BT","AZIJA"
"SL","BV","ANTARKTIKA"
"SL","BW","AFRIKA"
"SL","BY","EVROPA"
"SL","BZ","SEVERNA AMERIKA"
"SL","CA","SEVERNA AMERIKA"
"SL","CC","AZIJA"
"SL","CD","AFRIKA"
"SL","CF","AFRIKA"
"SL","CG","AFRIKA"
"SL","CH","EVROPA"
"SL","CI","AFRIKA"
"SL","CK","OCEANIJA"
"SL","CL","JUŽNA AMERIKA"
"SL","CM","AFRIKA"
"SL","CN","AZIJA"
"SL","CO","JUŽNA AMERIKA"
"SL","CR","SEVERNA AMERIKA"
"SL","CU","SEVERNA AMERIKA"
"SL","CV","AFRIKA"
"SL","CW","SEVERNA AMERIKA"
"SL","CX","AZIJA"
"SL","CY","AZIJA"
"SL","CY","EVROPA"
"SL","CZ","EVROPA"
"SL","DE","EVROPA"
"SL","DJ","AFRIKA"
"SL","DK","EVROPA"
"SL","DM","SEVERNA AMERIKA"
"SL","DO","SEVERNA AMERIKA"
"SL","DZ","AFRIKA"
"SL","EC","JUŽNA AMERIKA"
"SL","EE","EVROPA"
"SL","EG","AFRIKA"
"SL","EH","AFRIKA"
"SL","ER","AFRIKA"
"SL","ES","EVROPA"
"SL","ET","AFRIKA"
"SL","FI","EVROPA"
"SL","FJ","OCEANIJA"
"SL","FK","JUŽNA AMERIKA"
"SL","FM","OCEANIJA"
"SL","FO","EVROPA"
"SL","FR","EVROPA"
"SL","GA","AFRIKA"
"SL","GB","EVROPA"
"SL","GD","SEVERNA AMERIKA"
"SL","GE","AZIJA"
"SL","GE","EVROPA"
"SL","GF","JUŽNA AMERIKA"
"SL","GG","EVROPA"
"SL","GH","AFRIKA"
"SL","GI","EVROPA"
"SL","GL","SEVERNA AMERIKA"
"SL","GM","AFRIKA"
"SL","GN","AFRIKA"
"SL","GP","SEVERNA AMERIKA"
"SL","GQ","AFRIKA"
"SL","GR","EVROPA"
"SL","GS","ANTARKTIKA"
"SL","GT","SEVERNA AMERIKA"
"SL","GU","OCEANIJA"
"SL","GW","AFRIKA"
"SL","GY","JUŽNA AMERIKA"
"SL","HK","AZIJA"
"SL","HM","ANTARKTIKA"
"SL","HN","SEVERNA AMERIKA"
"SL","HR","EVROPA"
"SL","HT","SEVERNA AMERIKA"
"SL","HU","EVROPA"
"SL","ID","AZIJA"
"SL","IE","EVROPA"
"SL","IL","AZIJA"
"SL","IM","EVROPA"
"SL","IN","AZIJA"
"SL","IO","AZIJA"
"SL","IQ","AZIJA"
"SL","IR","AZIJA"
"SL","IS","EVROPA"
"SL","IT","EVROPA"
"SL","JE","EVROPA"
"SL","JM","SEVERNA AMERIKA"
"SL","JO","AZIJA"
"SL","JP","AZIJA"
"SL","KE","AFRIKA"
"SL","KG","AZIJA"
"SL","KH","AZIJA"
"SL","KI","OCEANIJA"
"SL","KM","AFRIKA"
"SL","KN","SEVERNA AMERIKA"
"SL","KP","AZIJA"
"SL","KR","AZIJA"
"SL","KW","AZIJA"
"SL","KY","SEVERNA AMERIKA"
"SL","KZ","AZIJA"
"SL","KZ","EVROPA"
"SL","LA","AZIJA"
"SL","LB","AZIJA"
"SL","LC","SEVERNA AMERIKA"
"SL","LI","EVROPA"
"SL","LK","AZIJA"
"SL","LR","AFRIKA"
"SL","LS","AFRIKA"
"SL","LT","EVROPA"
"SL","LU","EVROPA"
"SL","LV","EVROPA"
"SL","LY","AFRIKA"
"SL","MA","AFRIKA"
"SL","MC","EVROPA"
"SL","MD","EVROPA"
"SL","ME","EVROPA"
"SL","MF","SEVERNA AMERIKA"
"SL","MG","AFRIKA"
"SL","MH","OCEANIJA"
"SL","MK","EVROPA"
"SL","ML","AFRIKA"
"SL","MM","AZIJA"
"SL","MN","AZIJA"
"SL","MO","AZIJA"
"SL","MP","OCEANIJA"
"SL","MQ","SEVERNA AMERIKA"
"SL","MR","AFRIKA"
"SL","MS","SEVERNA AMERIKA"
"SL","MT","EVROPA"
"SL","MU","AFRIKA"
"SL","MV","AZIJA"
"SL","MW","AFRIKA"
"SL","MX","SEVERNA AMERIKA"
"SL","MY","AZIJA"
"SL","MZ","AFRIKA"
"SL","NA","AFRIKA"
"SL","NC","OCEANIJA"
"SL","NE","AFRIKA"
"SL","NF","OCEANIJA"
"SL","NG","AFRIKA"
"SL","NI","SEVERNA AMERIKA"
"SL","NL","EVROPA"
"SL","NO","EVROPA"
"SL","NP","AZIJA"
"SL","NR","OCEANIJA"
"SL","NU","OCEANIJA"
"SL","NZ","OCEANIJA"
"SL","OM","AZIJA"
"SL","PA","SEVERNA AMERIKA"
"SL","PE","JUŽNA AMERIKA"
"SL","PF","OCEANIJA"
"SL","PG","OCEANIJA"
"SL","PH","AZIJA"
"SL","PK","AZIJA"
"SL","PL","EVROPA"
"SL","PM","SEVERNA AMERIKA"
"SL","PN","OCEANIJA"
"SL","PR","SEVERNA AMERIKA"
"SL","PS","AZIJA"
"SL","PT","EVROPA"
"SL","PW","OCEANIJA"
"SL","PY","JUŽNA AMERIKA"
"SL","QA","AZIJA"
"SL","RE","AFRIKA"
"SL","RO","EVROPA"
"SL","RS","EVROPA"
"SL","RU","AZIJA"
"SL","RU","EVROPA"
"SL","RW","AFRIKA"
"SL","SA","AZIJA"
"SL","SB","OCEANIJA"
"SL","SC","AFRIKA"
"SL","SD","AFRIKA"
"SL","SE","EVROPA"
"SL","SG","AZIJA"
"SL","SH","AFRIKA"
"SL","SI","EVROPA"
"SL","SJ","EVROPA"
"SL","SK","EVROPA"
"SL","SL","AFRIKA"
"SL","SM","EVROPA"
"SL","SN","AFRIKA"
"SL","SO","AFRIKA"
"SL","SR","JUŽNA AMERIKA"
"SL","SS","AFRIKA"
"SL","ST","AFRIKA"
"SL","SV","SEVERNA AMERIKA"
"SL","SX","SEVERNA AMERIKA"
"SL","SY","AZIJA"
"SL","SZ","AFRIKA"
"SL","TC","SEVERNA AMERIKA"
"SL","TD","AFRIKA"
"SL","TF","ANTARKTIKA"
"SL","TG","AFRIKA"
"SL","TH","AZIJA"
"SL","TJ","AZIJA"
"SL","TK","OCEANIJA"
"SL","TL","AZIJA"
"SL","TM","AZIJA"
"SL","TN","AFRIKA"
"SL","TO","OCEANIJA"
"SL","TR","AZIJA"
"SL","TR","EVROPA"
"SL","TT","SEVERNA AMERIKA"
"SL","TV","OCEANIJA"
"SL","TW","AZIJA"
"SL","TZ","AFRIKA"
"SL","UA","EVROPA"
"SL","UG","AFRIKA"
"SL","UM","OCEANIJA"
"SL","UM","SEVERNA AMERIKA"
"SL","US","SEVERNA AMERIKA"
"SL","UY","JUŽNA AMERIKA"
"SL","UZ","AZIJA"
"SL","VA","EVROPA"
"SL","VC","SEVERNA AMERIKA"
"SL","VE","JUŽNA AMERIKA"
"SL","VG","SEVERNA AMERIKA"
"SL","VI","SEVERNA AMERIKA"
"SL","VN","AZIJA"
"SL","VU","OCEANIJA"
"SL","WF","OCEANIJA"
"SL","WS","OCEANIJA"
"SL","YE","AZIJA"
"SL","YT","AFRIKA"
"SL","ZA","AFRIKA"
"SL","ZM","AFRIKA"
"SL","ZW","AFRIKA"
"SN","AD","EVROPA"
"SN","AE","ASIA"
"SN","AF","ASIA"
"SN","AG","NORTH AMERICA"
"SN","AI","NORTH AMERICA"
"SN","AL","EVROPA"
"SN","AM","ASIA"
"SN","AM","EVROPA"
"SN","AO","AFRICA"
"SN","AQ","ANTARCTICA"
"SN","AR","SOUTH AMERICA"
"SN","AS","OCEANIA"
"SN","AT","EVROPA"
"SN","AU","OCEANIA"
"SN","AW","NORTH AMERICA"
"SN","AX","EVROPA"
"SN","AZ","ASIA"
"SN","AZ","EVROPA"
"SN","BA","EVROPA"
"SN","BB","NORTH AMERICA"
"SN","BD","ASIA"
"SN","BE","EVROPA"
"SN","BF","AFRICA"
"SN","BG","EVROPA"
"SN","BH","ASIA"
"SN","BI","AFRICA"
"SN","BJ","AFRICA"
"SN","BL","NORTH AMERICA"
"SN","BM","NORTH AMERICA"
"SN","BN","ASIA"
"SN","BO","SOUTH AMERICA"
"SN","BQ","NORTH AMERICA"
"SN","BR","SOUTH AMERICA"
"SN","BS","NORTH AMERICA"
"SN","BT","ASIA"
"SN","BV","ANTARCTICA"
"SN","BW","AFRICA"
"SN","BY","EVROPA"
"SN","BZ","NORTH AMERICA"
"SN","CA","NORTH AMERICA"
